,Attrition,BusinessTravel,DailyRate,Department,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
942,0,Travel_Rarely,325,Research & Development,1312,4,63,3,3,Healthcare Representative,3,7094,5747,3,No,12,3,1,0,10,0,3,7,7,1,7
943,0,Travel_Rarely,991,Human Resources,1314,4,44,3,1,Human Resources,1,3423,22957,6,No,12,3,3,0,10,3,4,7,6,5,7
944,0,Non-Travel,1476,Research & Development,1315,3,55,1,2,Laboratory Technician,4,6674,16392,0,No,11,3,1,3,10,6,3,9,8,7,5
945,0,Travel_Rarely,1322,Research & Development,1317,4,43,3,4,Research Director,1,16880,22422,4,Yes,11,3,2,0,25,2,3,3,2,1,2
946,1,Travel_Rarely,299,Sales,1318,4,57,2,3,Sales Executive,2,9094,17235,2,Yes,12,3,3,0,9,2,3,5,4,1,0
947,1,Travel_Rarely,1030,Sales,1319,2,64,3,3,Sales Executive,2,8446,21534,9,Yes,19,3,3,0,10,2,2,8,7,7,7
948,0,Travel_Rarely,634,Research & Development,1321,2,95,3,3,Manager,1,11916,25927,1,Yes,23,4,4,2,9,2,3,9,1,0,8
949,0,Travel_Rarely,524,Research & Development,1322,1,32,3,2,Manufacturing Director,3,4534,13352,0,No,11,3,1,0,9,6,3,8,7,1,7
950,0,Non-Travel,587,Sales,1324,4,57,3,3,Sales Executive,3,9852,8935,1,Yes,19,3,1,1,10,5,2,10,8,9,6
951,0,Non-Travel,256,Sales,1329,3,40,1,2,Sales Executive,2,6151,22074,1,No,13,3,1,0,19,4,3,19,2,11,9
952,1,Travel_Frequently,1060,Sales,1331,4,54,3,1,Sales Representative,2,2302,8319,1,Yes,11,3,1,0,3,2,4,3,2,2,2
953,1,Travel_Rarely,935,Research & Development,1333,1,89,3,1,Laboratory Technician,1,2362,14669,4,No,12,3,3,0,10,4,4,3,2,1,2
954,0,Non-Travel,495,Research & Development,1334,3,37,3,4,Manager,3,17861,26582,0,Yes,13,3,4,0,21,3,2,20,8,2,10
955,0,Travel_Rarely,282,Research & Development,1336,4,58,1,5,Manager,3,19187,6992,4,No,14,3,4,1,23,5,3,19,9,9,11
956,0,Travel_Rarely,206,Human Resources,1338,4,99,3,5,Manager,2,19717,4022,6,No,14,3,1,0,36,4,3,7,3,7,7
957,0,Non-Travel,458,Research & Development,1340,3,74,3,1,Research Scientist,3,3544,8532,9,No,16,3,2,1,6,0,3,4,2,0,0
958,0,Travel_Rarely,943,Research & Development,1344,4,86,3,3,Healthcare Representative,4,8500,5494,0,No,11,3,4,1,10,0,2,9,7,1,6
959,0,Travel_Rarely,523,Research & Development,1346,3,98,3,2,Research Scientist,4,4661,22455,1,No,13,3,3,0,9,4,3,9,8,8,8
960,0,Travel_Frequently,1018,Sales,1349,3,66,3,2,Sales Executive,1,4103,4297,0,No,17,3,4,1,10,2,3,9,3,1,7
961,0,Travel_Frequently,482,Research & Development,1350,3,87,3,2,Research Scientist,3,4249,2690,1,Yes,11,3,2,0,9,3,3,9,6,1,1
962,0,Travel_Rarely,770,Human Resources,1352,3,84,3,4,Manager,2,14026,17588,1,Yes,11,3,2,1,33,2,3,33,9,0,10
963,0,Travel_Rarely,1009,Sales,1355,2,31,3,2,Sales Executive,1,6893,19461,3,No,15,3,4,1,11,3,3,7,7,1,7
964,0,Travel_Rarely,507,Sales,1356,3,66,3,2,Sales Executive,1,6125,23553,1,No,12,3,4,0,10,6,4,10,8,9,6
965,0,Travel_Rarely,882,Research & Development,1358,4,67,3,1,Laboratory Technician,4,3669,9075,3,No,11,3,3,3,7,6,2,3,2,1,2
966,1,Travel_Rarely,601,Research & Development,1360,3,53,2,3,Manufacturing Director,1,10008,12023,7,Yes,14,3,4,0,31,0,2,10,9,5,9
967,0,Travel_Rarely,329,Research & Development,1361,2,88,3,1,Laboratory Technician,2,2387,6762,3,No,22,4,3,1,7,3,3,4,2,0,3
968,0,Travel_Frequently,607,Sales,1362,1,83,4,2,Sales Executive,1,4639,2261,2,No,16,3,4,1,17,2,2,15,7,6,13
969,0,Travel_Rarely,855,Research & Development,1363,4,54,3,3,Manufacturing Director,4,7898,18706,1,No,11,3,3,0,11,2,3,10,9,0,8
970,0,Travel_Rarely,1291,Sales,1364,3,98,4,1,Sales Representative,4,2534,6527,8,No,14,3,2,1,5,4,3,1,0,0,0
971,0,Travel_Rarely,1405,Research & Development,1367,4,82,2,4,Manufacturing Director,2,13142,24439,3,No,16,3,2,0,29,1,2,5,2,0,3
972,0,Non-Travel,1124,Research & Development,1368,4,97,3,1,Laboratory Technician,4,1611,19305,1,No,15,3,3,0,0,5,4,0,0,0,0
973,0,Travel_Rarely,817,Research & Development,1369,4,60,2,2,Laboratory Technician,4,5363,10846,0,No,12,3,2,1,10,0,3,9,7,0,0
974,0,Travel_Frequently,793,Sales,1371,4,43,1,2,Sales Executive,4,5071,20392,3,No,20,4,2,0,8,3,3,6,2,0,0
975,1,Travel_Rarely,267,Sales,1372,1,85,4,4,Sales Executive,3,13695,9277,6,Yes,17,3,3,0,24,2,2,19,7,3,8
976,0,Travel_Rarely,1369,Research & Development,1373,4,68,3,4,Manufacturing Director,2,13402,18235,4,Yes,12,3,1,1,33,0,3,19,16,15,9
977,0,Non-Travel,999,Research & Development,1374,1,92,2,1,Research Scientist,3,2029,15891,1,No,20,4,3,3,5,2,3,5,4,0,0
978,0,Travel_Rarely,1202,Research & Development,1375,2,89,4,2,Healthcare Representative,3,6377,13888,5,No,20,4,2,3,15,0,3,12,11,11,8
979,0,Travel_Rarely,285,Research & Development,1377,2,86,3,2,Laboratory Technician,3,5429,17491,4,No,13,3,1,2,10,1,3,8,7,7,7
980,1,Travel_Frequently,703,Sales,1379,3,90,2,1,Sales Representative,4,2785,11882,7,No,14,3,3,0,3,3,4,1,0,0,0
981,1,Travel_Frequently,662,Sales,1380,4,67,3,2,Sales Executive,3,4614,23288,0,Yes,18,3,3,1,5,0,2,4,2,3,2
982,0,Travel_Frequently,693,Research & Development,1382,4,57,4,1,Research Scientist,3,2610,15748,1,No,11,3,4,3,4,2,3,4,2,0,3
983,0,Travel_Rarely,404,Research & Development,1383,3,98,3,2,Healthcare Representative,4,6687,6163,1,No,11,3,4,0,14,2,4,14,11,4,11
984,0,Travel_Rarely,736,Sales,1387,3,48,2,2,Sales Executive,1,4724,24232,1,No,11,3,3,1,5,0,3,5,3,0,4
985,1,Travel_Rarely,330,Research & Development,1389,4,98,3,2,Manufacturing Director,3,6179,21057,1,Yes,15,3,4,2,10,3,2,10,2,6,7
986,0,Travel_Rarely,1498,Sales,1390,1,44,2,2,Sales Executive,4,6120,3567,3,Yes,12,3,4,2,8,2,4,5,4,1,4
987,0,Travel_Frequently,541,Sales,1391,2,52,3,3,Sales Executive,2,10596,15395,2,No,11,3,2,0,14,5,3,4,2,3,2
988,0,Travel_Frequently,1200,Research & Development,1392,4,75,3,2,Research Scientist,4,5467,13953,3,Yes,14,3,1,2,12,4,2,6,2,3,3
989,0,Travel_Rarely,1439,Research & Development,1394,3,54,3,1,Research Scientist,3,2996,5182,7,Yes,15,3,4,0,8,2,3,6,4,1,3
990,0,Travel_Frequently,1111,Sales,1395,2,61,3,2,Sales Executive,4,9998,19293,6,No,13,3,1,0,8,2,4,5,4,1,2
991,0,Travel_Rarely,499,Sales,1396,3,36,3,2,Sales Executive,2,4078,20497,0,Yes,13,3,1,3,4,3,2,3,2,1,2
992,0,Non-Travel,1485,Research & Development,1397,3,71,3,3,Healthcare Representative,3,10920,3449,3,No,21,4,2,1,13,2,3,6,4,0,5
993,0,Travel_Rarely,1372,Sales,1399,1,93,4,2,Sales Executive,3,6232,12477,2,No,11,3,2,0,6,3,2,3,2,1,2
994,0,Travel_Frequently,322,Research & Development,1401,4,59,4,4,Manufacturing Director,3,13247,9731,2,Yes,11,3,2,1,24,3,2,5,3,0,2
995,0,Travel_Rarely,930,Research & Development,1402,1,73,2,2,Research Scientist,3,4081,20003,1,Yes,14,3,1,0,20,3,1,20,7,1,8
996,0,Travel_Rarely,205,Sales,1403,4,98,2,2,Sales Executive,4,5769,7100,1,Yes,11,3,4,0,6,3,3,6,2,4,4
997,1,Travel_Rarely,135,Research & Development,1405,4,51,3,1,Research Scientist,3,2394,25681,1,Yes,13,3,4,0,8,2,3,8,2,7,7
998,0,Travel_Rarely,683,Research & Development,1407,1,36,2,1,Research Scientist,4,3904,4050,0,No,12,3,4,0,5,2,3,4,3,1,1
999,0,Travel_Rarely,1147,Human Resources,1408,3,31,3,4,Manager,1,16799,16616,0,No,14,3,3,1,21,5,3,20,7,0,9
1000,0,Travel_Rarely,258,Research & Development,1409,3,54,3,1,Laboratory Technician,1,2950,17363,9,No,13,3,3,0,12,2,1,5,4,0,4
1001,0,Travel_Rarely,1462,Research & Development,1411,1,94,3,1,Laboratory Technician,3,3629,19106,4,No,18,3,1,0,8,6,3,3,2,0,2
1002,0,Travel_Frequently,200,Research & Development,1412,3,60,3,3,Manufacturing Director,4,9362,19944,2,No,11,3,3,0,10,2,3,2,2,2,2
1003,0,Travel_Rarely,949,Research & Development,1415,1,81,3,1,Laboratory Technician,4,3229,4910,4,No,11,3,2,1,7,2,2,3,2,0,2
1004,0,Travel_Rarely,652,Research & Development,1417,3,100,4,1,Laboratory Technician,1,3578,23577,0,No,12,3,4,0,8,2,3,7,7,0,7
1005,0,Travel_Rarely,332,Human Resources,1419,2,51,2,3,Human Resources,1,7988,9769,1,No,13,3,1,0,10,3,2,10,9,0,9
1006,1,Travel_Frequently,1475,Research & Development,1420,1,97,2,2,Laboratory Technician,1,4284,22710,3,No,20,4,1,0,20,2,3,4,3,1,3
1007,1,Travel_Frequently,337,Research & Development,1421,3,84,3,3,Healthcare Representative,4,7553,22930,0,Yes,12,3,1,0,9,1,3,8,7,7,7
1008,0,Travel_Rarely,971,Research & Development,1422,4,54,3,4,Research Director,4,17328,5652,6,No,19,3,4,0,29,3,2,20,7,12,7
1009,0,Travel_Rarely,1055,Research & Development,1423,4,76,3,5,Research Director,1,19701,22456,3,Yes,21,4,3,1,32,3,3,9,8,1,5
1010,0,Travel_Rarely,1136,Research & Development,1424,2,81,4,4,Research Director,4,14732,12414,2,No,13,3,4,2,31,4,4,7,7,0,0
1011,0,Travel_Rarely,1174,Sales,1425,1,99,3,2,Sales Executive,2,9278,20763,3,Yes,16,3,4,0,15,3,3,5,4,0,1
1012,1,Travel_Frequently,667,Sales,1427,2,50,1,1,Sales Representative,3,1359,16154,1,No,12,3,2,0,1,3,3,1,0,0,0
1013,0,Travel_Rarely,855,Sales,1428,4,73,3,2,Sales Executive,1,4779,12761,7,No,14,3,2,2,8,3,3,3,2,0,2
1014,0,Travel_Rarely,182,Research & Development,1430,1,93,3,4,Research Director,2,16422,8847,3,No,11,3,3,0,9,3,4,3,2,1,0
1015,0,Travel_Frequently,560,Research & Development,1431,4,91,3,1,Research Scientist,1,2996,20284,5,No,14,3,3,2,10,2,3,4,3,1,3
1016,1,Travel_Rarely,202,Research & Development,1433,1,34,2,1,Research Scientist,2,1261,22262,1,No,12,3,3,0,1,3,4,1,0,0,0
1017,0,Travel_Rarely,1377,Research & Development,1434,2,91,3,1,Laboratory Technician,1,2099,7679,0,No,14,3,2,0,6,3,4,5,0,1,4
1018,0,Travel_Rarely,172,Research & Development,1435,1,37,2,2,Laboratory Technician,4,5810,22604,1,No,16,3,3,0,10,2,2,10,4,1,8
1019,0,Travel_Rarely,329,Sales,1436,3,98,2,2,Sales Executive,1,5647,13494,4,No,13,3,1,2,11,3,2,3,2,0,2
1020,0,Travel_Rarely,465,Research & Development,1438,1,74,3,1,Research Scientist,4,3420,10205,7,No,12,3,3,1,17,2,2,6,5,1,2
1021,1,Travel_Rarely,383,Sales,1439,1,68,2,1,Sales Representative,1,4400,15182,3,No,12,3,1,0,6,2,3,3,2,2,2
1022,0,Non-Travel,1413,Research & Development,1440,3,84,4,1,Laboratory Technician,3,3500,25470,0,No,14,3,1,0,7,2,1,6,5,1,3
1023,0,Travel_Rarely,1255,Research & Development,1441,1,90,3,1,Research Scientist,1,2066,10494,2,No,22,4,4,1,5,3,4,3,2,1,0
1024,0,Travel_Rarely,359,Research & Development,1443,1,82,3,4,Research Director,3,17169,26703,3,No,19,3,2,2,26,2,4,20,17,5,6
1025,0,Travel_Rarely,1476,Sales,1445,4,42,3,2,Sales Executive,3,4162,15211,1,Yes,12,3,3,2,5,3,3,5,4,0,3
1026,0,Travel_Rarely,601,Sales,1446,4,97,3,2,Sales Executive,4,9204,23343,4,No,12,3,3,1,7,3,2,4,3,0,3
1027,0,Travel_Rarely,401,Research & Development,1447,4,86,2,1,Laboratory Technician,2,3294,3708,5,No,17,3,1,1,7,2,2,5,4,0,2
1028,0,Travel_Rarely,1283,Research & Development,1448,2,90,4,1,Research Scientist,3,2127,5561,2,Yes,12,3,1,0,7,5,2,4,2,0,3
1029,0,Non-Travel,663,Research & Development,1449,3,81,3,2,Laboratory Technician,3,3975,23099,3,No,11,3,3,2,11,2,4,8,7,0,7
1030,0,Travel_Rarely,326,Sales,1453,1,31,3,3,Sales Executive,4,10793,8386,1,No,18,3,1,1,13,5,3,13,7,9,9
1031,1,Travel_Rarely,377,Sales,1457,1,52,3,3,Sales Executive,4,10096,15986,4,No,11,3,1,1,28,1,4,7,7,4,3
1032,1,Non-Travel,592,Research & Development,1458,1,54,2,1,Laboratory Technician,1,3646,17181,2,Yes,23,4,2,0,11,2,4,1,0,0,0
1033,1,Travel_Frequently,1445,Research & Development,1459,3,100,4,3,Manufacturing Director,2,7446,8931,1,No,11,3,1,0,10,2,3,10,8,4,7
1034,0,Travel_Rarely,1038,Research & Development,1460,2,95,1,3,Healthcare Representative,1,10851,19863,2,Yes,18,3,2,1,24,2,3,7,7,0,7
1035,0,Travel_Rarely,1398,Human Resources,1461,4,96,4,1,Human Resources,2,2109,24609,9,No,18,3,4,0,8,3,3,3,2,0,2
1036,1,Travel_Frequently,523,Research & Development,1464,2,94,3,1,Laboratory Technician,4,3722,21081,6,Yes,13,3,3,1,7,2,1,2,2,2,2
1037,0,Travel_Rarely,1448,Research & Development,1465,2,55,3,3,Manufacturing Director,4,9380,14720,4,Yes,18,3,4,2,10,4,4,3,1,1,2
1038,0,Travel_Rarely,1221,Sales,1466,3,96,3,2,Sales Executive,1,5486,24795,4,No,11,3,1,3,15,3,3,2,2,2,2
1039,1,Travel_Rarely,1107,Human Resources,1467,1,52,3,1,Human Resources,3,2742,3072,1,No,15,3,4,0,2,0,3,2,2,2,2
1040,0,Non-Travel,218,Research & Development,1468,4,55,2,3,Research Director,2,13757,25178,2,No,11,3,3,1,16,5,3,9,8,4,8
1041,0,Travel_Rarely,866,Sales,1469,4,84,3,2,Sales Executive,1,8463,23490,0,No,18,3,4,0,6,4,3,5,4,1,3
1042,0,Non-Travel,981,Research & Development,1471,3,90,2,1,Laboratory Technician,3,3162,7973,3,No,14,3,4,0,7,5,3,5,2,0,3
1043,0,Travel_Rarely,447,Research & Development,1472,4,39,4,4,Research Director,2,16598,19764,4,No,12,3,2,0,35,2,2,9,8,8,8
1044,0,Travel_Rarely,1495,Research & Development,1473,1,96,3,2,Healthcare Representative,3,6651,21534,2,No,14,3,2,1,20,0,2,3,2,1,2
1045,0,Travel_Rarely,896,Research & Development,1474,3,68,3,1,Research Scientist,3,2345,8045,2,No,14,3,3,1,8,3,4,3,1,1,2
1046,0,Travel_Rarely,1467,Research & Development,1475,4,49,3,1,Research Scientist,2,3420,21158,1,No,13,3,3,0,6,3,2,5,2,1,3
1047,0,Travel_Frequently,430,Sales,1477,4,54,3,2,Sales Executive,1,4373,17456,0,No,14,3,1,2,5,2,3,4,3,0,3
1048,0,Travel_Rarely,1326,Sales,1478,4,81,1,2,Sales Executive,1,4759,15891,3,No,18,3,4,0,15,2,3,13,9,3,12
1049,0,Travel_Rarely,1358,Sales,1479,4,96,3,2,Sales Executive,3,5301,2939,8,No,15,3,3,2,4,2,2,2,1,2,2
1050,0,Travel_Frequently,748,Research & Development,1480,1,74,3,1,Laboratory Technician,4,3673,16458,1,No,13,3,3,0,12,3,3,12,9,5,8
1051,0,Travel_Frequently,383,Sales,1481,1,79,3,2,Sales Executive,3,4768,9282,7,No,12,3,3,1,11,4,2,1,0,0,0
1052,0,Non-Travel,990,Research & Development,1482,3,64,3,1,Research Scientist,3,1274,7152,1,No,13,3,2,2,1,2,2,1,0,0,0
1053,0,Travel_Rarely,405,Research & Development,1483,2,93,4,2,Research Scientist,3,4900,2721,0,No,24,4,1,1,13,2,2,12,9,2,8
1054,0,Travel_Rarely,1490,Research & Development,1484,3,35,3,3,Healthcare Representative,2,10466,20948,3,No,14,3,2,2,29,3,3,8,7,0,7
1055,0,Travel_Frequently,829,Research & Development,1485,2,71,3,4,Research Director,1,17007,11929,7,No,14,3,4,2,16,3,2,14,8,6,9
1056,1,Travel_Frequently,1496,Sales,1486,1,92,3,1,Sales Representative,3,2909,15747,3,No,15,3,4,1,5,3,4,3,2,1,2
1057,1,Travel_Frequently,115,Sales,1487,1,51,3,2,Sales Executive,2,5765,17485,5,No,11,3,1,0,7,4,1,5,3,0,0
1058,1,Travel_Rarely,790,Sales,1489,1,40,2,2,Sales Executive,2,4599,7815,0,Yes,23,4,3,0,16,2,4,15,9,10,10
1059,0,Travel_Rarely,660,Sales,1492,4,76,3,1,Sales Representative,3,2404,16192,1,No,13,3,1,1,1,3,3,1,0,0,0
1060,1,Travel_Frequently,381,Research & Development,1494,2,89,3,1,Laboratory Technician,1,3172,16998,2,Yes,11,3,3,0,4,2,2,0,0,0,0
1061,0,Non-Travel,830,Sales,1495,4,78,3,1,Sales Representative,2,2033,7103,1,No,13,3,3,1,1,2,3,1,0,0,0
1062,0,Travel_Frequently,1193,Research & Development,1496,2,86,3,3,Manufacturing Director,3,10209,19719,5,Yes,18,3,2,0,16,2,2,2,2,2,2
1063,0,Travel_Rarely,1246,Sales,1497,3,77,2,2,Sales Executive,3,8620,23757,1,No,14,3,3,2,10,3,3,10,7,0,4
1064,0,Travel_Rarely,330,Human Resources,1499,3,46,3,1,Human Resources,3,2064,15428,0,No,21,4,1,1,6,3,4,5,3,1,3
1065,0,Travel_Rarely,1229,Research & Development,1501,4,30,3,2,Healthcare Representative,3,4035,16143,0,Yes,16,3,2,0,4,2,3,3,2,1,2
1066,0,Travel_Rarely,1099,Research & Development,1502,1,82,2,1,Laboratory Technician,2,3838,8192,8,No,11,3,4,0,8,5,3,5,4,0,2
1067,0,Travel_Rarely,571,Sales,1503,3,78,3,2,Sales Executive,3,4591,24200,3,Yes,17,3,3,1,11,4,2,5,4,1,2
1068,1,Travel_Frequently,289,Research & Development,1504,3,38,2,1,Laboratory Technician,1,2561,5355,7,No,11,3,3,0,8,2,2,0,0,0,0
1069,0,Travel_Rarely,1423,Research & Development,1506,1,72,2,1,Research Scientist,3,1563,12530,1,No,14,3,4,1,1,2,1,1,0,0,0
1070,0,Travel_Frequently,467,Sales,1507,3,55,3,2,Sales Executive,1,4898,11827,0,No,14,3,4,0,5,5,3,4,2,1,3
1071,0,Travel_Rarely,271,Research & Development,1509,3,43,2,2,Laboratory Technician,1,4789,23070,4,No,25,4,1,1,10,3,3,3,2,1,2
1072,0,Travel_Frequently,410,Research & Development,1513,4,97,3,1,Laboratory Technician,2,3180,4668,0,No,13,3,3,3,4,3,3,3,2,0,2
1073,0,Travel_Rarely,1083,Research & Development,1514,3,96,1,2,Manufacturing Director,2,6549,3173,1,No,14,3,2,2,8,2,2,8,6,1,7
1074,0,Travel_Rarely,516,Research & Development,1515,4,69,3,2,Healthcare Representative,3,6388,22049,2,Yes,17,3,1,0,14,6,3,0,0,0,0
1075,0,Travel_Rarely,495,Research & Development,1516,3,64,3,3,Manager,4,11244,21072,2,No,25,4,2,0,10,5,4,5,2,0,0
1076,0,Travel_Frequently,1050,Research & Development,1520,2,87,3,4,Manager,4,16032,24456,3,No,20,4,1,1,26,2,3,14,9,1,12
1077,1,Travel_Rarely,224,Research & Development,1522,1,100,2,1,Research Scientist,1,2362,7568,6,No,13,3,3,0,11,2,1,9,7,0,7
1078,0,Travel_Rarely,136,Research & Development,1523,4,32,3,4,Research Director,1,16328,22074,3,No,13,3,3,1,24,1,4,20,6,14,17
1079,0,Travel_Rarely,1089,Research & Development,1525,2,32,3,3,Manufacturing Director,2,8376,9150,4,No,18,3,4,0,9,3,3,2,0,2,2
1080,0,Travel_Rarely,228,Sales,1527,3,51,3,4,Manager,2,16606,11380,8,No,12,3,4,1,23,2,4,13,12,5,1
1081,0,Travel_Rarely,1029,Research & Development,1529,4,91,2,3,Healthcare Representative,2,8606,21195,1,No,19,3,4,0,11,3,1,11,8,3,3
1082,0,Travel_Rarely,507,Research & Development,1533,1,97,3,2,Laboratory Technician,3,2272,24812,0,No,14,3,2,0,5,2,3,4,3,1,2
1083,1,Travel_Rarely,676,Research & Development,1534,4,86,3,1,Laboratory Technician,1,2018,21831,3,No,14,3,2,0,15,3,1,5,4,1,0
1084,0,Travel_Rarely,971,Sales,1535,4,64,2,3,Sales Executive,3,7083,12288,1,Yes,14,3,4,0,10,3,3,10,9,8,6
1085,1,Travel_Frequently,561,Research & Development,1537,4,33,3,1,Research Scientist,3,4084,4156,1,No,12,3,1,0,7,2,1,7,2,7,7
1086,0,Travel_Frequently,333,Research & Development,1539,3,88,1,4,Research Director,4,14411,24450,1,Yes,13,3,4,0,32,2,3,32,6,13,9
1087,0,Travel_Rarely,1440,Sales,1541,2,55,3,1,Sales Representative,3,2308,4944,0,Yes,25,4,2,1,12,4,3,11,10,5,7
1088,0,Travel_Rarely,1210,Research & Development,1542,3,68,2,1,Laboratory Technician,2,4841,24052,4,No,14,3,2,1,4,3,3,1,0,0,0
1089,0,Travel_Rarely,674,Research & Development,1543,1,47,3,2,Research Scientist,4,4285,3031,1,No,17,3,1,0,10,2,3,10,8,3,7
1090,0,Travel_Rarely,441,Research & Development,1544,3,39,1,2,Healthcare Representative,1,9715,7288,3,No,13,3,3,1,9,3,3,7,7,0,7
1091,0,Travel_Rarely,575,Research & Development,1545,4,44,2,2,Manufacturing Director,2,4320,24152,1,No,13,3,4,0,5,2,3,5,3,0,2
1092,0,Travel_Rarely,950,Research & Development,1546,4,97,3,1,Research Scientist,4,2132,4585,4,No,20,4,4,1,8,3,3,5,4,0,3
1093,0,Travel_Frequently,288,Research & Development,1547,4,40,3,3,Healthcare Representative,4,10124,18611,2,Yes,14,3,3,1,24,3,1,20,8,13,9
1094,0,Travel_Rarely,1342,Sales,1548,1,47,3,2,Sales Executive,1,5473,19345,0,No,12,3,4,0,9,5,4,8,4,7,1
1095,0,Travel_Rarely,589,Research & Development,1549,2,79,3,2,Laboratory Technician,3,5207,22949,1,Yes,12,3,2,1,15,3,3,15,14,5,7
1096,0,Travel_Rarely,898,Human Resources,1550,3,38,3,4,Manager,4,16437,17381,1,Yes,21,4,4,0,21,2,3,21,7,7,7
1097,0,Travel_Rarely,350,Research & Development,1551,3,57,2,1,Laboratory Technician,1,2296,10036,0,No,14,3,2,3,2,3,3,1,1,0,0
1098,0,Non-Travel,1142,Research & Development,1552,4,72,3,2,Healthcare Representative,4,4069,8841,3,Yes,18,3,3,0,8,2,3,2,2,2,2
1099,0,Travel_Rarely,538,Research & Development,1553,1,66,3,3,Healthcare Representative,2,7441,20933,1,No,12,3,1,3,10,4,3,10,8,7,7
1100,0,Travel_Rarely,1402,Sales,1554,2,98,2,1,Sales Representative,3,2430,26204,0,No,23,4,1,2,6,5,3,5,3,4,2
1101,0,Travel_Rarely,824,Research & Development,1555,4,67,2,2,Research Scientist,2,5878,15624,3,No,12,3,1,1,12,2,3,7,1,2,5
1102,0,Travel_Rarely,1157,Sales,1556,3,70,3,1,Sales Representative,4,2644,17001,3,Yes,21,4,4,0,7,3,2,3,2,1,2
1103,0,Travel_Rarely,492,Sales,1557,3,96,3,2,Sales Executive,3,6439,13693,8,No,14,3,3,1,18,2,3,8,7,7,7
1104,0,Travel_Rarely,598,Research & Development,1558,3,91,4,1,Research Scientist,3,2451,22376,6,No,18,3,1,2,5,2,2,1,0,0,0
1105,0,Travel_Rarely,1242,Sales,1560,1,46,3,2,Sales Executive,1,6392,10589,2,No,13,3,4,1,8,6,1,2,2,2,2
1106,1,Travel_Rarely,740,Sales,1562,2,64,2,2,Sales Executive,1,9714,5323,1,No,11,3,4,1,10,4,3,10,8,6,7
1107,0,Travel_Frequently,888,Human Resources,1563,3,71,3,2,Human Resources,3,6077,14814,3,No,11,3,3,0,10,2,3,6,3,1,2
1108,0,Travel_Rarely,992,Research & Development,1564,4,68,2,1,Laboratory Technician,1,2450,21731,1,No,19,3,2,0,3,3,3,3,0,1,2
1109,0,Travel_Rarely,1288,Sales,1568,3,33,3,3,Sales Executive,2,9250,17799,3,No,12,3,2,1,9,3,3,4,2,1,3
1110,1,Travel_Rarely,104,Research & Development,1569,1,69,3,1,Laboratory Technician,1,2074,26619,1,Yes,12,3,4,1,1,2,3,1,0,0,0
1111,1,Travel_Rarely,607,Research & Development,1572,3,78,2,3,Manufacturing Director,4,10169,14618,0,No,16,3,2,1,34,4,3,33,7,1,9
1112,1,Travel_Rarely,903,Research & Development,1573,3,81,3,2,Manufacturing Director,2,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4
1113,0,Non-Travel,1200,Research & Development,1574,4,62,3,2,Research Scientist,1,4087,25174,4,No,14,3,2,1,9,3,2,6,5,1,2
1114,0,Travel_Rarely,1108,Research & Development,1576,3,65,3,1,Research Scientist,1,2367,16530,8,No,12,3,4,1,10,3,2,8,2,7,6
1115,0,Travel_Rarely,479,Research & Development,1577,1,35,3,1,Research Scientist,4,2972,22061,1,No,13,3,3,0,1,4,1,1,0,0,0
1116,0,Travel_Rarely,685,Sales,1578,3,60,2,5,Manager,4,19586,23037,1,No,21,4,3,1,36,3,3,36,6,2,13
1117,0,Travel_Rarely,1351,Research & Development,1580,2,45,3,2,Research Scientist,4,5484,13008,9,No,17,3,2,1,9,3,2,2,2,2,1
1118,0,Travel_Rarely,474,Research & Development,1581,1,89,3,1,Research Scientist,4,2061,11133,1,No,21,4,1,0,1,5,3,1,0,0,0
1119,0,Travel_Rarely,1245,Sales,1582,3,80,3,2,Sales Executive,2,9924,12355,0,No,11,3,4,1,10,3,3,9,8,7,7
1120,0,Travel_Rarely,437,Sales,1583,2,90,3,2,Sales Executive,2,4198,16379,2,No,12,3,2,0,8,5,4,3,2,1,2
1121,0,Travel_Rarely,884,Sales,1585,2,73,3,2,Sales Executive,3,6815,21447,6,No,13,3,1,0,15,5,3,1,0,0,0
1122,0,Travel_Rarely,1370,Research & Development,1586,2,87,3,1,Laboratory Technician,1,4723,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5
1123,0,Travel_Rarely,670,Research & Development,1587,1,51,3,2,Healthcare Representative,3,6142,4223,3,Yes,16,3,3,0,10,4,3,5,2,0,4
1124,0,Travel_Rarely,1462,Sales,1588,4,38,4,3,Sales Executive,3,8237,4658,2,No,11,3,1,1,11,3,3,7,6,7,6
1125,0,Travel_Frequently,995,Research & Development,1590,1,87,3,2,Healthcare Representative,4,8853,24483,1,No,19,3,4,1,6,0,4,6,4,1,3
1126,0,Travel_Rarely,264,Sales,1591,3,59,3,5,Manager,3,19331,19519,4,Yes,16,3,3,1,27,2,3,1,0,0,0
